val_loss,val_acc,loss,acc,lr
1.0649135053959662,0.4663677105989157,1.3875613389058417,0.4501510574018127,0.009999999776482582
1.031603891753295,0.5336322869955157,1.0776588679080283,0.4954682779456193,0.009999999776482582
1.1236610241534999,0.5336322869955157,0.9403894678703608,0.6012084591244643,0.009999999776482582
0.7954047832788373,0.7264573969648558,0.9278870187137062,0.6132930509993677,0.009999999776482582
0.9076134944710497,0.6322869955156951,0.8775893258904403,0.6314199400272255,0.009999999776482582
0.7562578724104193,0.6636771293766296,0.9957864860753638,0.5891238667093375,0.009999999776482582
0.7443449801928259,0.7130044832357911,0.7872506165792574,0.6435045317220544,0.009999999776482582
0.7108781637097688,0.6726457391084577,0.8042984476982646,0.6586102717232488,0.009999999776482582
1.232731396841896,0.34080717315053727,0.7269506391441714,0.703927492897316,0.009999999776482582
0.7912402794500103,0.6636771296439149,0.713341068105035,0.6918429004821892,0.009999999776482582
0.9032033922426369,0.42600896647158226,0.7380819299069776,0.6948640479782197,0.009999999776482582
0.9119731235931807,0.6457399099129733,0.6475541751910553,0.7205438068266001,0.009999999776482582
1.0024166465340174,0.5784753356546565,0.5518106151923672,0.7613293058562495,0.009999999776482582
1.0930805013853337,0.6457399100466159,0.5357628774426855,0.771903322542542,0.009999999776482582
0.9438238619688915,0.6188340791137764,0.4258049195266562,0.8277945626538326,0.009999999776482582
0.9876192637088588,0.600896859249192,0.37938087125199077,0.8338368589064146,0.009999999776482582
1.1066646324679457,0.6367712989783608,0.377700148257244,0.8625377652508255,0.009999999776482582
1.1319370114749858,0.609865472188445,0.28583879903904263,0.8927492456133632,0.009999999776482582
1.0488212129994894,0.63677129844379,0.20257691807167047,0.9290030211480362,0.001999999862164259
1.081663362648455,0.654708518442017,0.1400781863022967,0.959214501510574,0.001999999862164259
1.1351454557324738,0.6547085188429452,0.11667296482852219,0.9758308157099698,0.001999999862164259
1.1505334147423372,0.6636771281738453,0.10637602153771593,0.9743202411516195,0.001999999862164259
1.1496625310102386,0.6547085183083744,0.09856501813651572,0.9773413897280967,0.001999999862164259
